nombre_a,hp_a,ataque_a,defensa_a,velocidad_a,nombre_b,hp_b,ataque_b,defensa_b,velocidad_b,gano_a,turnos,dano_a,dano_b
Multiple Man,162,20,152,57,Offspring,229,17,136,88,0,162,161,162
Guam,1,1,5,1,Citizen Steel,232,242,147,83,0,1,0,255
French Southern Territories,1,1,1,1,Rogue,64,17,199,29,0,1,0,14
Superboy-Prime,232,255,213,255,Stephanie Powell,22,17,14,137,1,1,209,0
Maxima,129,229,186,88,Odin,220,210,226,170,0,6,15,137
Deathstroke,232,70,226,88,Mr. Mime,33,80,88,142,1,33,33,33
Venom,194,141,210,165,Drax the Destroyer,197,202,160,63,0,194,194,194
Harry Potter,22,9,120,52,Raven,162,17,94,73,0,22,21,22
Ukraine,10,10,2,1,Mister Mxyzptlk,232,215,120,255,0,1,0,237
Firelord,208,157,62,191,Pyro,31,17,62,29,1,1,98,0
Hyperion,220,255,199,255,Jack-Jack,185,80,4,170,1,1,238,0
Faora,232,242,226,191,Kilowog,97,229,199,134,1,3,127,6
X-23,232,54,239,106,Skaar,208,215,213,68,1,200,200,200
Q,232,22,94,42,Buffy,162,64,147,106,1,162,162,162
Malta,1,1,20,1,Mister Freeze,162,75,62,29,0,1,0,59
Cheetah III,185,255,239,224,Seaking,75,172,88,101,1,1,169,0
Jennifer Kale,97,17,178,88,Blackwing,73,17,136,88,1,73,73,72
She-Thing,185,181,160,52,Lady Deathstrike,197,64,226,106,0,185,184,185
Vulture,57,49,67,106,South Korea,10,2,8,1,1,1,36,0
Killer Frost,80,17,67,32,Namora,97,215,157,106,0,1,0,169
Kick-Ass,80,17,136,57,Dagger,97,17,173,88,0,80,79,80
Wonder Girl,185,229,147,63,Italy,13,5,4,1,1,1,237,0
Micah Sanders,31,12,25,29,Moon Knight,97,86,186,57,0,1,0,61
Franklin Storm,1,17,14,1,Dragonair,55,157,88,104,0,1,0,137
Goldeen,38,123,81,91,Rip Hunter,22,12,54,19,1,1,60,0
Green Arrow,64,22,226,88,Toad,129,80,62,147,0,64,63,64
Doc Samson,185,202,173,83,Yoda,57,128,226,83,1,57,57,57
Katniss Everdeen,57,12,133,52,Domino,64,17,184,68,0,57,56,57
Yoda,57,128,226,83,Seaking,75,172,88,101,1,3,114,3
Bishop,173,27,160,57,Toxin,194,184,173,178,0,7,6,179
Martinique,1,1,7,1,Jolteon,59,119,81,217,0,1,0,96
Ukraine,10,10,2,1,Junkpile,208,91,67,42,0,1,0,77
Cheetah III,185,255,239,224,Comoros,1,1,6,1,1,1,256,0
T-850,208,202,186,63,Robin V,36,12,160,83,1,1,44,1
Claire Bennet,232,14,62,29,Hawkeye,22,22,199,52,1,22,22,22
Meltdown,97,17,157,29,Tiger Shark,162,181,62,116,0,4,3,97
Wonder Woman,232,255,252,201,Ego,229,202,62,211,1,2,415,2
Tuvalu,1,1,7,5,Kilowog,97,229,199,134,0,1,0,225
Rachel Pirzad,22,1,14,19,Mandarin,64,64,239,57,0,1,0,51
Hope Summers,73,17,186,29,Green Goblin,138,117,120,96,0,73,72,73
Impulse,138,17,147,255,Mr Immortal,232,17,67,19,0,138,138,138
Starmie,54,139,117,189,Vegeta,220,255,252,234,0,1,0,118
Sunspot,57,157,173,88,Hellboy,220,131,186,52,0,57,57,57
Scarlet Witch,162,17,199,73,Fin Fang Foom,232,205,173,57,0,27,27,162
Stardust,255,215,213,255,Wasp,120,35,99,147,1,2,243,1
Man-Wolf,97,107,173,88,Cambodia,4,4,2,1,1,1,101,0
Dr Manhattan,232,255,99,106,Mister Fantastic,162,17,157,45,1,2,209,1
Captain America,127,41,252,96,Kiribati,1,1,3,1,1,1,33,0
Lizard,162,125,136,68,Darth Vader,80,117,252,83,1,80,80,80
Wolverine,232,75,252,127,Robin VI,45,12,173,63,1,45,45,44
Dash,138,22,67,234,Zoom,64,17,62,255,1,64,64,64
Brundlefly,92,75,27,63,Greece,3,3,2,1,1,1,83,0
Sobek,106,80,136,57,Sylar,64,17,136,29,1,64,64,63
Odin,220,210,226,170,Match,197,242,173,211,1,6,218,97
Doctor Strange,194,17,147,29,Portugal,3,2,3,1,1,1,15,0
Vindicator,148,157,173,134,Boba Fett,83,17,173,96,1,83,83,82
Franklin Richards,138,202,120,127,Kyrgyzstan,2,4,1,1,1,1,197,0
Toad,129,80,62,147,Mysterio,92,17,173,42,1,92,92,91
Nick Fury,97,20,252,57,Gambia,1,1,3,1,1,1,19,0
Electro,129,17,157,127,Shocker,162,17,136,57,0,129,129,129
The Comedian,22,27,199,42,T-850,208,202,186,63,0,8,7,24
Jack-Jack,185,80,4,170,Gravity,92,75,67,83,0,3,37,230
Triplicate Girl,97,17,99,57,Green Goblin,138,117,120,96,0,6,5,111
Justice,162,17,67,83,Palau,1,1,2,1,1,1,17,0
Mewtwo,103,208,124,217,Captain Cold,45,17,41,42,1,1,160,0
Cable,129,117,199,57,Legion,69,255,186,106,0,3,2,167
Morlun,97,149,136,88,Shadow King,232,22,186,68,0,97,97,97
Raphael,150,35,199,127,Daredevil,80,25,252,63,1,80,80,79
Cyborg,197,131,157,106,Giganta,197,226,99,57,0,3,99,197
Captain Atom,208,236,199,211,Mystique,148,22,184,57,1,3,159,2
Zimbabwe,3,7,1,1,Micro Lad,64,64,72,68,0,1,0,55
Jamaica,2,1,5,1,Swaziland,1,1,2,1,1,1,1,0
Nepal,7,3,4,1,Swaziland,1,1,2,1,1,1,1,1
Tajikistan,2,3,2,1,Chameleon,64,17,62,29,0,1,0,14
Sebastian Shaw,220,215,136,29,Martian Manhunter,232,242,213,234,0,3,4,305
Bloodaxe,185,202,210,83,Mimic,129,168,99,119,1,2,181,2
Elektra,64,20,252,75,Dagger,97,17,173,88,0,64,63,64
Kuwait,2,1,3,1,Sint Maarten,1,1,28,6,1,1,1,1
Wonder Woman,232,255,252,201,Jason Bourne,69,22,252,73,1,23,69,22
Lizard,162,125,136,68,Northern Mariana Islands,1,1,3,1,1,1,114,0
Montenegro,1,1,2,1,Croatia,2,2,2,1,0,1,1,1
Siryn,64,12,99,119,Skaar,208,215,213,68,0,1,1,121
Vanisher,129,17,99,191,Speedy,45,6,173,83,1,45,45,44
Norfolk Island,1,1,2,4,Plastic Man,232,157,136,57,0,1,0,158
Red Mist,31,17,136,57,Micro Lad,64,64,72,68,0,31,30,31
Space Ghost,92,38,199,83,Psylocke,92,78,226,63,1,92,92,91
Monica Dawson,31,17,226,88,Firebird,31,12,99,101,0,31,30,31
Thor Girl,194,210,173,178,Nightcrawler,31,17,199,119,1,3,35,2
Saint Martin,1,1,11,3,Ronin,22,22,199,52,0,1,0,10
Zimbabwe,3,7,1,1,Moon Knight,97,86,186,57,0,1,0,94
Venom,194,141,210,165,Honduras,3,3,2,1,1,1,145,0
Dragonite,87,255,132,123,Svalbard and Jan Mayen,1,2,1,1,1,1,261,0
Captain Britain,138,194,199,127,Frenzy,232,131,125,88,1,4,264,3
Forge,64,17,115,29,Hitmonlee,43,227,71,136,0,1,0,98
Singapore,2,1,103,1,Ray,232,17,41,234,0,2,1,2
Cameron Hicks,64,17,173,57,Demogoblin,80,117,147,106,0,64,63,64
Pyro,31,17,62,29,Morlun,97,149,136,88,0,1,0,79
Malta,1,1,20,1,Chuck Norris,129,202,250,119,0,1,0,193
Havok,138,17,107,63,Malaysia,6,6,2,1,1,1,17,0
Isis,106,117,136,191,Aerodactyl,75,198,88,217,0,2,29,142
Dr Manhattan,232,255,99,106,Captain America,127,41,252,96,1,43,129,42
Sylar,64,17,136,29,Zoom,64,17,62,255,0,64,63,64
Namibia,1,13,1,1,Mephisto,220,215,99,88,0,1,0,205
Yellowjacket II,64,17,62,88,Man-Thing,232,75,94,19,0,5,5,64
Molten Man,194,184,136,57,Nina Theroux,22,4,41,19,1,1,137,0
Gravity,92,75,67,83,Moldova,2,2,3,1,1,1,74,0
Enchantress,138,27,94,63,Phoenix,232,255,199,211,0,1,0,169
Tigra,87,75,226,134,Deathstroke,232,70,226,88,0,87,87,87
Serbia,2,2,2,1,Isis,106,117,136,191,0,1,0,106
Scarlet Spider,171,131,136,152,Sint Maarten,1,1,28,6,1,1,98,0
Saint Martin,1,1,11,3,Thunderstrike,194,202,178,178,0,1,0,202
Kraven II,64,80,213,57,Liechtenstein,1,1,4,2,1,1,87,0
Spider-Girl,150,91,186,152,Hitmonlee,43,227,71,136,1,3,58,86
Nightwing,64,20,252,83,Flash II,138,117,147,255,0,64,63,64
Mandarin,64,64,239,57,DL Hawkins,129,22,136,29,0,64,64,64
Omanyte,27,70,139,39,Spider-Man,173,136,213,170,0,27,26,27
Man-Bat,162,38,67,127,Firebird,31,12,99,101,1,31,31,30
Zapdos,86,168,117,161,Emma Frost,208,157,99,88,1,3,226,74
Thunderstrike,194,202,178,178,Venom,194,141,210,165,1,194,194,193
Leonardo,150,33,199,127,Legion,69,255,186,106,0,3,3,170
Silverclaw,97,64,99,88,Steppenwolf,232,255,252,211,0,1,0,136
Blackwulf,69,64,54,19,Man-Wolf,97,107,173,88,0,2,1,107
T-X,197,157,199,73,Boba Fett,83,17,173,96,1,83,83,83
Red Arrow,45,33,199,63,Thor Girl,194,210,173,178,0,5,4,54
Mongolia,2,24,1,1,Psylocke,92,78,226,63,0,1,0,67
James Bond,80,25,226,42,Man of Miracles,232,255,252,255,0,3,2,95
Jean-Luc Picard,69,17,160,42,Slovakia,2,2,3,1,1,1,12,0
Bishop,173,27,160,57,Staryu,22,80,74,133,1,22,22,22
Scorpia,64,64,62,106,Taiwan,5,2,11,1,1,1,59,0
Guatemala,4,3,3,1,Hitmonlee,43,227,71,136,0,1,0,197
Zambia,4,12,1,1,Thunderbird,73,75,173,68,0,1,0,76
Iron Fist,115,136,252,83,Sinestro,148,215,133,134,1,50,150,50
Sweden,3,8,1,1,Yemen,5,9,2,1,1,1,5,0
Pakistan,36,13,4,1,Spock,92,38,94,42,0,2,1,65
Drax the Destroyer,197,202,160,63,Dr Manhattan,232,255,99,106,0,3,212,268
Moon Knight,97,86,186,57,Punisher,104,33,252,52,0,97,97,97
Mister Fantastic,162,17,157,45,Boom-Boom,97,17,157,29,1,97,97,96
Black Mamba,97,17,160,88,Rhino,208,202,213,109,0,3,2,122
Darth Vader,80,117,252,83,Punisher,104,33,252,52,0,80,80,80
Dr Manhattan,232,255,99,106,Green Goblin II,115,136,57,93,1,1,211,0
Molten Man,194,184,136,57,Warpath,162,181,210,119,0,5,4,213
Réunion,1,1,6,1,Box IV,64,189,136,57,0,1,0,194
Horsea,22,70,95,86,Nightwing,64,20,252,83,0,22,22,22
Peru,7,20,1,1,Moon Knight,97,86,186,57,0,1,0,92
Captain Cold,45,17,41,42,Saint Helena,1,1,1,1,1,1,14,0
Solomon Islands,1,1,1,1,Tiger Shark,162,181,62,116,0,1,0,206
Nightwing,64,20,252,83,Mister Knife,69,17,160,42,0,64,64,64
Blizzard II,97,17,136,68,Paraguay,2,7,1,1,1,1,15,0
Red Skull,31,17,199,29,Micro Lad,64,64,72,68,0,31,30,31
Negasonic Teenage Warhead,22,9,80,19,Frenzy,232,131,125,88,0,1,0,50
Scarlet Spider,171,131,136,152,Saint Vincent and the Grenadines,1,1,5,1,1,1,110,0
James Bond,80,25,226,42,Green Arrow,64,22,226,88,1,64,64,64
Destroyer,227,242,173,147,Jolt,73,22,99,68,1,1,138,0
Jersey,1,1,13,2,New Caledonia,1,1,1,1,1,1,1,0
Niki Sanders,64,128,136,88,Swarm,208,38,80,127,1,5,233,5
Stardust,255,215,213,255,Stormtrooper,34,12,41,19,1,1,176,0
Solomon Grundy,232,236,67,32,Guadeloupe,1,1,5,1,1,1,250,0
Jynx,59,90,45,152,Magikarp,12,11,74,123,1,1,14,0
Purple Man,69,17,14,19,Saint Kitts and Nevis,1,1,4,1,1,1,13,0
Hong Kong,2,1,96,1,Mayotte,1,1,7,1,1,1,1,0
Rip Hunter,22,12,54,19,She-Hulk,232,255,173,106,0,1,0,185
Hungary,3,2,3,1,Psylocke,92,78,226,63,0,1,0,67
Hitmonchan,43,198,108,116,Lex Luthor,150,131,173,63,0,2,51,47
Moses Magnum,97,64,136,29,She-Hulk,232,255,173,106,0,1,0,131
Black Widow,69,25,252,83,Robin,64,20,213,68,1,64,64,63
Papua New Guinea,2,8,1,1,Romania,5,5,2,1,0,1,0,4
Luke Skywalker,57,91,252,106,Sabretooth,208,117,252,96,0,57,57,57
Captain Marvel II,208,205,136,68,Black Flash,185,17,67,255,1,2,296,2
Storm,69,17,186,119,Rhydon,102,247,168,48,0,2,2,122
Iron Man,197,215,157,147,Drax the Destroyer,197,202,160,63,1,4,217,131
Jason Bourne,69,22,252,73,Hela,232,255,107,116,0,23,22,69
Luxembourg,1,1,4,1,Thundra,148,205,131,81,0,1,0,205
Vibe,69,17,67,42,Norway,2,6,1,1,1,1,14,0
Horsea,22,70,95,86,Fallen One II,232,215,136,211,0,1,0,112
Dash,138,22,67,234,Rogue,64,17,199,29,1,64,64,63
Silk,162,117,160,181,Cheetah II,45,43,147,106,1,45,45,44
Green Arrow,64,22,226,88,Jean Grey,45,202,173,52,1,45,45,44
Vision,220,181,173,137,Superboy-Prime,232,255,213,255,0,3,2,248
Somalia,3,10,1,1,Machine Man,194,75,157,88,0,1,0,69
Macedonia,1,1,2,1,Montserrat,1,1,2,2,0,1,0,1
Stephanie Powell,22,17,14,137,Invisible Woman,197,17,136,68,0,8,8,24
Hawkgirl,229,64,178,134,East Timor,1,1,2,1,1,1,53,0
Callisto,97,131,213,57,Cloak,148,17,136,119,0,97,96,97
U.S. Virgin Islands,1,1,6,1,Kuwait,2,1,3,1,0,1,0,1
Ukraine,10,10,2,1,Meltdown,97,17,157,29,0,1,0,17
One Punch Man,220,255,120,211,Huntress,64,17,239,57,1,4,67,3
Husk,180,157,157,88,Iceman,232,75,157,134,0,180,179,180
Venezuela,6,15,1,1,Lebanon,2,1,7,1,1,1,9,1
Tokelau,1,1,3,12,Destroyer,227,242,173,147,0,1,0,262
Gog,166,80,136,119,Leader,31,17,99,29,1,31,31,30
Namor,162,242,213,147,Kevin 11,31,9,94,29,1,1,147,0
Saint Lucia,1,1,5,1,Darth Maul,69,117,252,127,0,1,0,110
Wonder Girl,185,229,147,63,Mr Immortal,232,17,67,19,1,2,337,1
Century,148,202,252,134,T-1000,232,80,186,83,1,16,247,15
Flash,115,17,72,255,Saint Lucia,1,1,5,1,1,1,12,0
Catwoman,64,20,213,83,Kraven the Hunter,97,75,213,88,0,64,63,64
Singapore,2,1,103,1,Lobo,232,255,213,137,0,1,0,145
Gladiator,232,255,173,255,Mera,138,154,199,201,1,3,174,2
Storm,69,17,186,119,Killer Frost,80,17,67,32,0,69,69,69
Equatorial Guinea,1,1,2,1,Philippines,20,5,6,1,0,1,1,3
Uzbekistan,6,8,2,1,Thor,232,255,252,211,0,1,0,236
The Cape,73,17,157,57,Malawi,4,3,3,1,1,1,13,0
T-850,208,202,186,63,Galactus,232,255,120,211,0,3,165,209
Junkpile,208,91,67,42,Domino,64,17,184,68,1,64,64,64
Saint Martin,1,1,11,3,Thor Girl,194,210,173,178,0,1,0,216
Fin Fang Foom,232,205,173,57,Speedy,45,6,173,83,1,2,59,2
Red Hood,64,22,239,57,Pakistan,36,13,4,1,1,2,38,1
Kang,162,117,173,147,Martinique,1,1,7,1,1,1,112,0
Robin,64,20,213,68,Cannonball,229,64,136,170,0,64,63,64
Cheetah,45,12,173,106,Doomsday,232,255,226,170,0,1,0,92
Quill,31,17,25,29,Sinestro,148,215,133,134,0,1,0,178
John Stewart,148,215,160,106,Leonardo,150,33,199,127,1,10,156,10
Electabuzz,59,155,76,170,Solomon Grundy,232,236,67,32,0,1,89,139
Shang-Chi,115,22,252,75,One Punch Man,220,255,120,211,0,39,38,117
Red Arrow,45,33,199,63,Gravity,92,75,67,83,0,45,44,45
Feral,64,64,173,114,Hellcat,104,20,173,83,0,64,64,64
Namorita,162,181,173,119,Falcon,64,25,157,127,1,3,67,3
Portugal,3,2,3,1,Vision,220,181,173,137,0,1,0,155
New Zealand,2,5,1,1,Thailand,14,9,3,1,0,1,2,9
Jean Grey,45,202,173,52,Blackout,185,75,160,114,1,5,205,5
Evil Deadpool,232,75,252,127,Sinestro,148,215,133,134,1,148,148,148
Ultron,232,210,157,106,Mister Knife,69,17,160,42,1,2,101,1
Rip Hunter,22,12,54,19,Chamber,185,17,157,50,0,22,21,22
Cayman Islands,1,1,4,1,Russia,28,255,1,1,0,1,0,252
Static,115,12,94,106,Bizarro,232,242,213,255,0,1,0,161
Magmar,59,178,76,148,Dormammu,232,242,199,211,0,1,0,191
Ego,229,202,62,211,Gorilla Grodd,162,131,160,83,1,4,174,212
Naruto Uzumaki,185,202,252,81,Exodus,64,205,173,70,1,3,94,2
Deathstroke,232,70,226,88,Saint Pierre and Miquelon,1,1,1,1,1,1,73,0
Toxin,194,184,173,178,Serbia,2,2,2,1,1,1,170,0
Raven,162,17,94,73,Iran,16,25,2,1,1,1,16,0
Paul Blart,115,20,1,52,Spock,92,38,94,42,0,3,3,121
Wildfire,232,75,99,57,Superboy,208,242,147,211,0,2,1,288
Silver Surfer,208,255,72,255,Marvel Girl,97,215,199,119,1,2,114,123
Exeggutor,91,178,117,76,Ultragirl,162,202,199,88,0,2,1,172
Kangaskhan,102,178,110,142,Panama,2,2,2,1,1,1,161,0
Wonder Girl,185,229,147,63,Hyperion,220,255,199,255,0,2,27,219
U.S. Minor Outlying Islands,1,1,1,113,Thunderstrike,194,202,178,178,0,1,0,231
Vision,220,181,173,137,Maya Herrera,31,17,25,29,1,1,153,0
Siren,138,154,147,201,Power Girl,232,255,186,255,0,2,1,206
Articuno,86,159,139,133,Portugal,3,2,3,1,1,1,160,0
Red Skull,31,17,199,29,Rey,22,12,80,52,1,22,22,22
Magog,148,117,178,57,Diamondback,64,33,147,57,1,64,64,64
Bushido,22,17,173,19,Invisible Woman,197,17,136,68,0,22,21,22
Rhino,208,202,213,109,Meltdown,97,17,157,29,1,3,138,2
Tinkerer,31,17,25,57,T-1000,232,80,186,83,0,1,0,51
Rhino,208,202,213,109,Mister Knife,69,17,160,42,1,2,82,1
Mister Sinister,208,117,120,116,Onslaught,232,255,133,83,0,2,2,240
Elongated Man,208,17,94,83,Turkmenistan,2,8,1,1,1,1,18,0
Malaysia,6,6,2,1,Bishop,173,27,160,57,0,1,0,28
Captain Hindsight,69,17,41,211,Space Ghost,92,38,199,83,0,69,69,69
Offspring,229,17,136,88,Wallis and Futuna,1,1,2,1,1,1,15,0
Power Girl,232,255,186,255,Doctor Doom,232,75,210,50,1,6,272,5
Cyborg Superman,232,236,199,234,Namorita,162,181,173,119,1,3,170,2
Supergirl,232,255,186,255,Dormammu,232,242,199,211,1,5,285,220
Tangela,59,99,161,86,Nightwing,64,20,252,83,0,59,59,59
Maverick,97,17,213,29,Warp,64,17,120,57,1,64,64,64
John Constantine,92,17,160,19,Tunisia,3,3,2,1,1,1,14,0
Flash IV,73,17,115,255,Mongolia,2,24,1,1,1,1,15,0
Polaris,115,184,107,106,Bloodaxe,185,202,210,83,0,2,2,177
Latvia,1,2,2,1,Firestar,127,12,72,137,0,1,0,9
Liechtenstein,1,1,4,2,Thunderstrike,194,202,178,178,0,1,0,211
Leonardo,150,33,199,127,Bullseye,162,20,173,63,0,150,150,150
Goblin Queen,64,17,136,57,Man-Wolf,97,107,173,88,0,64,63,64
Paraguay,2,7,1,1,Crystal,31,33,136,29,0,1,0,36
Black Adam,232,255,136,234,Nightcrawler,31,17,199,119,1,1,59,0
Paul Blart,115,20,1,52,Rhydon,102,247,168,48,0,1,1,219
Machine Man,194,75,157,88,Lithuania,2,2,2,1,1,1,71,0
Kathryn Janeway,57,12,120,52,Iron Fist,115,136,252,83,0,4,3,66
Sunspot,57,157,173,88,Cyclops,97,17,199,57,0,57,57,57
Syria,5,4,3,1,Rocket Raccoon,64,4,157,57,0,5,4,5
Phoenix,232,255,199,211,Spider-Woman,138,102,173,106,1,2,159,1
Wyatt Wingfoot,1,17,136,29,Katniss Everdeen,57,12,133,52,0,1,0,1
One Punch Man,220,255,120,211,King Shark,208,223,94,127,1,2,353,101
Sobek,106,80,136,57,Kathryn Janeway,57,12,120,52,1,57,57,56
Doc Samson,185,202,173,83,Callisto,97,131,213,57,1,97,97,96
Indiana Jones,69,17,67,42,Diamondback,64,33,147,57,1,64,64,64
Moltres,86,188,124,142,Scarecrow,31,17,120,29,1,1,69,0
Jersey,1,1,13,2,Nick Fury,97,20,252,57,0,1,0,7
Romania,5,5,2,1,Captain Atom,208,236,199,211,0,1,0,241
Light Lass,64,17,99,88,Triplicate Girl,97,17,99,57,0,64,64,64
T-X,197,157,199,73,Franklin Storm,1,17,14,1,1,1,150,0
Cable,129,117,199,57,Seaking,75,172,88,101,1,3,91,3
Lizard,162,125,136,68,Sasquatch,129,202,99,57,0,3,77,206
Lizard,162,125,136,68,Wonder Woman,232,255,252,201,0,2,1,230
British Virgin Islands,1,1,3,2,X-Man,220,131,210,134,0,1,0,143
Black Cat,22,33,173,83,Malta,1,1,20,1,1,1,14,0
Nova,232,215,199,191,Israel,2,1,6,1,1,1,240,0
Sobek,106,80,136,57,Juggernaut,232,255,173,106,0,1,0,113
Uzbekistan,6,8,2,1,Sabretooth,208,117,252,96,0,1,0,99
Cottonmouth,22,17,54,19,Electabuzz,59,155,76,170,0,1,0,107
Odin,220,210,226,170,Tanzania,9,15,2,1,1,1,182,0
Lady Deathstrike,197,64,226,106,Niger,4,20,1,1,1,1,60,0
Ms Marvel II,194,157,136,57,Saint Martin,1,1,11,3,1,1,124,0
Sebastian Shaw,220,215,136,29,Marvel Girl,97,215,199,119,0,3,30,253
Kylo Ren,69,107,173,83,Togo,2,2,3,1,1,1,100,0
Jack of Hearts,69,136,67,255,Siryn,64,12,99,119,1,2,77,1
Dragonair,55,157,88,104,Iceland,1,3,1,1,1,1,151,0
Zapdos,86,168,117,161,Siryn,64,12,99,119,1,1,71,0
Ozymandias,45,38,239,83,Onslaught,232,255,133,83,0,3,3,51
Purple Man,69,17,14,19,Dr Manhattan,232,255,99,106,0,1,0,209
Chansey,255,1,1,67,Mimic,129,168,99,119,0,2,1,371
Kenya,9,10,2,1,Suriname,1,3,1,1,1,1,8,0
Jessica Cruz,115,229,133,116,Silverclaw,97,64,99,88,1,1,143,0
Doppelganger,220,157,210,152,Leonardo,150,33,199,127,1,150,150,149
Micah Sanders,31,12,25,29,Tigra,87,75,226,134,0,1,0,49
Steppenwolf,232,255,252,211,Jolteon,59,119,81,217,1,1,198,1
Paraguay,2,7,1,1,Jolteon,59,119,81,217,0,1,0,119
Q,232,22,94,42,Dr Manhattan,232,255,99,106,0,2,1,312
Falcon,64,25,157,127,Montenegro,1,1,2,1,1,1,25,0
Niki Sanders,64,128,136,88,Doctor Strange,194,17,147,29,0,64,64,64
Husk,180,157,157,88,Singapore,2,1,103,1,1,1,58,0
Ink,92,64,120,42,Luna,31,6,25,211,1,1,34,1
Bizarro,232,242,213,255,Leader,31,17,99,29,1,1,146,0
Century,148,202,252,134,Macao,1,1,28,1,1,1,197,0
Robin,64,20,213,68,Spyke,138,22,67,42,0,64,64,64
Hawkeye II,22,6,120,19,Turks and Caicos Islands,1,1,2,1,1,1,4,0
Ra's Al Ghul,97,64,252,81,Articuno,86,159,139,133,1,86,86,86
Monica Dawson,31,17,226,88,Dagger,97,17,173,88,0,31,31,31
Hawkeye,22,22,199,52,Jessica Cruz,115,229,133,116,0,1,0,29
Kraven II,64,80,213,57,Bullseye,162,20,173,63,0,64,63,64
Niki Sanders,64,128,136,88,Wolverine,232,75,252,127,0,64,63,64
Robin V,36,12,160,83,Magneto,194,202,199,68,0,1,1,46
General Zod,232,255,239,245,Triton,150,157,133,127,1,2,242,1
Black Bolt,194,168,136,255,Firestorm,129,131,99,147,1,2,137,1
Shriek,64,17,99,57,Hungary,3,2,3,1,1,1,16,0
Ymir,232,255,62,68,Leech,31,4,25,29,1,1,220,0
Sebastian Shaw,220,215,136,29,U.S. Minor Outlying Islands,1,1,1,113,1,1,193,1
New Caledonia,1,1,1,1,Hellboy,220,131,186,52,0,1,0,134
San Marino,1,1,9,3,Nigeria,30,15,4,1,0,1,1,5
Hong Kong,2,1,96,1,Match,197,242,173,211,0,1,0,139
Mephisto,220,215,99,88,James Bond,80,25,226,42,1,80,80,79
Tunisia,3,3,2,1,Tiger Shark,162,181,62,116,0,1,0,158
Mongolia,2,24,1,1,Moldova,2,2,3,1,1,1,22,0
Hawkgirl,229,64,178,134,T-850,208,202,186,63,0,10,10,241
Naruto Uzumaki,185,202,252,81,Slovakia,2,2,3,1,1,1,212,0
Moonstone,120,168,199,119,Mauritius,1,1,11,1,1,1,157,0
Jar Jar Binks,22,6,27,83,Diamondback,64,33,147,57,0,4,4,23
Mister Knife,69,17,160,42,Zapdos,86,168,117,161,0,9,8,73
Lizard,162,125,136,68,Vatican City,1,1,32,255,1,1,97,1
Jennifer Kale,97,17,178,88,Boba Fett,83,17,173,96,1,83,83,83
Phantom Girl,64,17,99,57,Ghost Rider,232,136,147,63,0,2,1,74
The Comedian,22,27,199,42,Ink,92,64,120,42,0,22,22,22
Kazakhstan,4,41,1,1,Spider-Gwen,162,136,173,160,0,1,0,146
Zimbabwe,3,7,1,1,Killer Frost,80,17,67,32,0,1,0,14
Dragonair,55,157,88,104,Nina Theroux,22,4,41,19,1,1,128,0
Thor Girl,194,210,173,178,Wolverine,232,75,252,127,0,194,194,194
Indonesia,47,30,3,1,Wallis and Futuna,1,1,2,1,1,1,25,0
Libya,2,27,1,1,Venompool,232,141,252,160,0,1,0,128
Dragonite,87,255,132,123,Mister Knife,69,17,160,42,1,1,83,0
Doc Samson,185,202,173,83,Chameleon,64,17,62,29,1,1,120,0
British Indian Ocean Territory,1,1,2,3,Galactus,232,255,120,211,0,1,0,277
Indigo,115,157,120,127,Yellowjacket,64,17,25,29,1,1,151,0
Cannonball,229,64,136,170,Captain Marvel II,208,205,136,68,0,4,4,286
Mephisto,220,215,99,88,Iceland,1,3,1,1,1,1,244,0
Dratini,34,117,59,67,Kevin 11,31,9,94,29,1,2,49,1
Gyarados,91,237,108,125,Slovenia,1,1,2,1,1,1,225,0
Indigo,115,157,120,127,Maverick,97,17,213,29,1,97,97,96
Huntress,64,17,239,57,Captain America,127,41,252,96,0,64,63,64
Namora,97,215,157,106,Portugal,3,2,3,1,1,1,184,0
Chamber,185,17,157,50,Thor,232,255,252,211,0,2,1,186
Macao,1,1,28,1,Plantman,127,149,54,63,0,1,0,119
Vindicator,148,157,173,134,DL Hawkins,129,22,136,29,1,7,144,6
Black Panther,138,33,252,75,Mimic,129,168,99,119,1,129,129,129
Japan,25,7,6,1,Namorita,162,181,173,119,0,1,0,150
Offspring,229,17,136,88,Eevee,49,99,66,76,1,49,49,48
Clock King,22,17,94,42,Savage Dragon,197,176,178,137,0,1,0,81
Italy,13,5,4,1,Cheetah III,185,255,239,224,0,1,0,250
Phoenix,232,255,199,211,Chameleon,64,17,62,29,1,1,215,0
Cloak,148,17,136,119,Namibia,1,13,1,1,1,1,15,0
Mauritius,1,1,11,1,Poland,8,6,3,1,0,1,1,1
Shang-Chi,115,22,252,75,T-X,197,157,199,73,0,115,115,115
Supergirl,232,255,186,255,Shocker,162,17,136,57,1,2,237,1
Darth Vader,80,117,252,83,Poland,8,6,3,1,1,1,111,0
Morocco,7,8,2,1,Steppenwolf,232,255,252,211,0,1,0,248
Maverick,97,17,213,29,Taiwan,5,2,11,1,1,1,5,0
Darkstar,97,12,157,88,Misfit,185,75,99,57,0,97,97,97
Black Adam,232,255,136,234,Gravity,92,75,67,83,1,1,189,0
Mr Immortal,232,17,67,19,Warp,64,17,120,57,1,64,64,64
Bumblebee,22,64,80,63,Firebird,31,12,99,101,0,22,21,22
